Service,Case,Description,Policy Link,Policy_type,Policy_name
Veepn,Information is provided about what kind of information they collect,"What kind of information do we collect?
        
Privacy Policy",Privacy Policy,1,Privacy Policy
VPNHub,Information is provided about what kind of information they collect,"Information We Collect
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Washington Post,Information is provided about what kind of information they collect,"Information We Collect </p>

Privacy Policy",Privacy Policy,1,Privacy Policy
WhatsApp,Information is provided about what kind of information they collect,"<strong>Status Information.</strong> We collect information about your online and status message changes on our Services, such as whether you are online (your “online status”), when you last used our Services (your “last seen status”), and when you last updated your status message.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Wickr Me,Information is provided about what kind of information they collect,"What Information Does Wickr Collect 
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Wikiwand,Information is provided about what kind of information they collect,"Information
We Collect
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Wolt,Information is provided about what kind of information they collect,"<b>3.
PERSONAL DATA PROCESSED AND SOURCES OF DATA
        
Privacy Policy",Privacy Policy,1,Privacy Policy
WordArt,Information is provided about what kind of information they collect,"WHAT PERSONAL INFORMATION DO WE COLLECT FROM YOU
        
Privacy Policy",Privacy Policy,1,Privacy Policy
xda-developers,Information is provided about what kind of information they collect,"<strong>What information do we collect?
        
Privacy Policy",Privacy Policy,1,Privacy Policy
XE.com,Information is provided about what kind of information they collect,"WHAT PERSONAL DATA DO WE COLLECT
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Xiaomi,Information is provided about what kind of information they collect,"What information is collected by us and how do we use it?
        
Privacy Policy",Privacy Policy,1,Privacy Policy
YouGov,Information is provided about what kind of information they collect,"The personal data we may collect from you
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Ziff Davis,Information is provided about what kind of information they collect,"What Categories of Information We May Process</strong>

Privacy Policy",Privacy Policy,1,Privacy Policy
Astronomer,"Instead of asking directly, this Service will assume your consent merely from your usage.","By using our website, you consent to the collection and use of this information in the manner described in this Privacy
Policy.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
BlueStacks,"Instead of asking directly, this Service will assume your consent merely from your usage.","If you use the Services after any changes to the Privacy Policy have been posted, that means you agree to all of the changes.

        
Privacy Policy",Privacy Policy,1,Privacy Policy
Browserling,"Instead of asking directly, this Service will assume your consent merely from your usage.","Your continued use of the Services after we post any modifications to the Privacy Policy on this page will constitute your acknowledgment of the modifications and your consent to abide and be bound by the modified Privacy Policy.</p>
<p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Canvas,"Instead of asking directly, this Service will assume your consent merely from your usage.","Welcome to Canvas and thank you for taking the time to read our Privacy Policy.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
KeyMe,"Instead of asking directly, this Service will assume your consent merely from your usage.","In all cases, your continued use of the Services after the posting of any modified Privacy Policy indicates your acceptance of the terms of the modified Privacy Policy.</p>

Privacy Policy",Privacy Policy,1,Privacy Policy
Roadtrip Nation,"Instead of asking directly, this Service will assume your consent merely from your usage.","By using our Services, you agree to the terms of this Privacy Policy
        
Privacy Policy",Privacy Policy,1,Privacy Policy
Trader Joe's,"Instead of asking directly, this Service will assume your consent merely from your usage.","By using our website, you are consenting to the collection, use and sharing of the information described in this statement of Privacy Practices &amp.
Commitments.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
WikiTree,"Instead of asking directly, this Service will assume your consent merely from your usage.","Your continued use of WikiTree following the posting of changes to these terms will mean you accept these changes.
        
Privacy Policy",Privacy Policy,1,Privacy Policy
